Date,Open,High,Low,Close,Adj Close,Volume
2018-03-28,20.672209,20.725531,20.122147,20.234406,19.421274,5426455
2018-03-29,20.254049,20.660982,20.138987,20.545919,19.720266,5134982
2018-04-02,20.571177,20.725531,19.883600,20.363501,19.545181,4099505
2018-04-03,20.416822,20.540306,20.085665,20.436468,19.615217,3132443
2018-04-04,20.122147,20.551533,19.998665,20.478565,19.655621,2429416
2018-04-05,20.635725,20.750790,20.248438,20.433662,19.612520,2737992
2018-04-06,20.312984,20.461725,19.847116,20.007084,19.203087,2893349
2018-04-09,20.066019,20.585209,20.032341,20.178276,19.367399,2571233
2018-04-10,20.501017,20.610468,20.223179,20.428049,19.607134,2600807
2018-04-11,20.363501,20.492598,20.133373,20.186695,19.375479,1615572
2018-04-12,20.256857,20.509436,20.206341,20.397179,19.577505,2214196
2018-04-13,20.492598,20.593630,20.214760,20.458920,19.636765,2908315
2018-04-16,21.104401,21.244722,20.335436,20.865852,20.027344,8523622
2018-04-17,20.964079,21.261560,20.815336,21.157722,20.307486,8506518
2018-04-18,21.516947,21.581493,21.146498,21.269979,20.415230,6295529
2018-04-19,21.124044,21.233496,20.635725,20.739563,19.906132,3905665
2018-04-20,20.599241,20.787273,20.172663,20.394373,19.574812,6829658
2018-04-23,20.447695,20.568371,20.298952,20.512241,19.687943,3955194
2018-04-24,20.596436,20.767628,20.217566,20.327017,19.510162,4319357
2018-04-25,20.217566,20.405598,19.900438,20.144600,19.335075,2386300
2018-04-26,20.225985,20.557144,20.158630,20.478565,19.655621,2144000
2018-04-27,20.571177,20.725531,20.360695,20.380339,19.561340,2511014
2018-04-30,20.391565,20.501017,19.928503,20.141792,19.332380,3834757
2018-05-01,20.054792,20.228792,19.833084,20.040762,19.235411,3664078
2018-05-02,20.004276,20.066019,19.751698,19.841503,19.044159,4113758
2018-05-03,19.863955,20.015503,19.400892,19.981827,19.178844,5001005
2018-05-04,19.889214,20.641338,19.807825,20.472952,19.650232,2996327
2018-05-07,20.486984,20.795692,20.293341,20.343857,19.526325,2057770
2018-05-08,20.352276,20.352276,19.936922,20.209146,19.397030,5340225
2018-05-09,20.284922,20.669401,20.225985,20.408403,19.588280,5428237
2018-05-10,20.461725,21.163336,20.447695,20.961271,20.118929,4681738
2018-05-11,20.950047,20.958466,20.725531,20.857433,20.019262,3411800
2018-05-14,20.961271,21.062304,20.489790,20.672209,19.841484,3034810
2018-05-15,20.461725,20.840595,20.355082,20.745176,19.911518,3116764
2018-05-16,20.767628,20.994949,20.512241,20.829369,19.992329,2960694
2018-05-17,20.666595,21.180174,20.666595,20.857433,20.019262,3250029
2018-05-18,21.365398,22.631102,21.306463,22.117523,21.228718,23393726
2018-05-21,22.204523,22.706875,22.030523,22.583391,21.675861,13764788
2018-05-22,22.518845,22.715294,22.081039,22.667585,21.756676,6473691
2018-05-23,22.574972,23.012777,22.398167,22.981907,22.058363,8038665
2018-05-24,23.001551,23.262548,22.810713,23.200808,22.268467,4948981
2018-05-25,23.183969,23.273775,22.984713,23.018389,22.093380,3519410
2018-05-29,22.956648,22.956648,22.569361,22.605843,21.697412,4892326
2018-05-30,22.785456,22.900518,22.429037,22.743359,21.829401,6896647
2018-05-31,22.751778,22.813520,22.454296,22.636715,21.727043,13683190
2018-06-01,23.155905,24.101673,23.155905,23.812611,22.855688,13488637
2018-06-04,24.020287,24.270060,23.276583,23.863127,22.904171,7577938
2018-06-05,23.922062,24.351446,23.717192,24.317768,23.340544,7295730
2018-06-06,24.340221,24.550703,24.272865,24.514219,23.529100,7572593
2018-06-07,24.522638,24.719090,24.331802,24.713476,23.720348,5152798
2018-06-08,24.696638,24.887476,24.393543,24.789251,23.793079,4860613
2018-06-11,24.780830,24.780830,24.446865,24.595608,23.607216,2595106
2018-06-12,24.595608,24.688219,24.202705,24.334608,23.356707,3344455
2018-06-13,24.415995,24.822927,24.202705,24.671379,23.679943,6625485
2018-06-14,24.738735,25.067087,24.458092,24.671379,23.679943,4414496
2018-06-15,24.595608,24.935184,24.458092,24.806089,23.809240,5355903
2018-06-18,24.553511,25.148476,24.415995,25.137249,24.127090,4744095
2018-06-19,24.814508,25.005346,24.522638,24.977282,23.973553,3049775
2018-06-20,25.005346,25.499279,25.005346,25.033411,24.027426,4345725
2018-06-21,25.072701,25.159700,24.730316,25.002541,23.997795,6051447
2018-06-22,24.909927,25.291603,24.365479,24.915541,23.914293,11507477
2018-06-25,24.845379,24.912733,23.885578,24.124125,23.154680,3139925
2018-06-26,24.171835,24.371092,24.014673,24.264446,23.289364,3782377
2018-06-27,24.354254,24.396351,23.554419,23.574064,22.626726,2910096
2018-06-28,23.560032,24.003448,23.436548,23.930481,22.968819,3891056
2018-06-29,23.992224,24.312157,23.736837,23.736837,22.782957,2902970
2018-07-02,26.574144,26.585369,25.274763,25.875341,24.835526,57614352
2018-07-03,26.133533,26.711658,26.077406,26.613434,25.543955,16730471
2018-07-05,26.661144,26.661144,26.234566,26.338404,25.279978,12780266
2018-07-06,26.329985,26.377693,26.032501,26.195274,25.142599,4826762
2018-07-09,26.495564,26.501177,26.043728,26.276663,25.220718,8951210
2018-07-10,26.546080,26.983885,26.245790,26.484339,25.420050,10233976
2018-07-11,26.240177,26.506790,26.237371,26.405758,25.344625,5040913
2018-07-12,26.475920,26.764982,26.431017,26.694820,25.622072,3680112
2018-07-13,26.694820,26.753756,26.422598,26.633080,25.562811,3623813
2018-07-16,26.725693,26.846369,26.565725,26.599401,25.530489,4394185
2018-07-17,26.408564,26.703239,26.400145,26.621853,25.552036,5000292
2018-07-18,26.621853,26.697626,26.532047,26.680790,25.608604,5152442
2018-07-19,26.619047,26.661144,26.408564,26.588177,25.519714,4024677
2018-07-20,26.599401,26.630274,26.461887,26.470306,25.406580,4622232
2018-07-23,26.416985,26.442242,26.155985,26.273855,25.218023,6138034
2018-07-24,26.349628,26.428209,25.993212,26.127920,25.077951,3951987
2018-07-25,26.153179,26.324371,26.057760,26.324371,25.266510,1860723
2018-07-26,26.083017,26.554499,26.074598,26.492758,25.428129,5619226
2018-07-27,26.388920,26.473112,26.226147,26.287888,25.231489,4565221
2018-07-30,26.206501,26.259823,25.838858,26.018471,24.972902,6206804
2018-07-31,26.021276,26.192469,25.894987,25.965147,24.921721,5433582
2018-08-01,25.965147,26.209307,25.937082,26.021276,24.975595,5767813
2018-08-02,25.959536,26.175631,25.959536,26.111082,25.061792,3224018
2018-08-03,26.144758,26.206501,25.928663,26.125114,25.075260,3970160
2018-08-06,26.060566,26.310339,26.060566,26.223339,25.169537,3299202
2018-08-07,26.388920,26.540466,26.170017,26.296307,25.239573,3587112
2018-08-08,26.341209,26.473112,26.220533,26.422598,25.360788,2842751
2018-08-09,26.515209,26.708853,26.411371,26.585369,25.517021,2119058
2018-08-10,26.332790,26.689207,26.293501,26.529242,25.463146,2462910
2018-08-13,26.515209,26.680790,26.301920,26.380501,25.320383,3114983
2018-08-14,26.408564,26.652723,26.329985,26.621853,25.552036,2663877
2018-08-15,26.503983,26.677982,26.380501,26.571339,25.503553,4963947
2018-08-16,26.837950,26.950207,26.621853,26.823917,25.745981,5335949
2018-08-17,26.736917,26.908110,26.630274,26.663950,25.592442,2978154
2018-08-20,26.675177,26.779015,26.610628,26.669563,25.597830,4022896
2018-08-21,26.731304,26.837950,26.638693,26.689207,25.616686,4926889
2018-08-22,26.717272,26.922142,26.689207,26.866013,25.786383,9033521
2018-08-23,26.894077,26.955818,26.714466,26.748142,25.673250,7901124
2018-08-24,26.697626,26.905304,26.543274,26.756561,25.681330,7384454
2018-08-27,26.941788,26.964239,26.717272,26.776207,25.700188,4435162
2018-08-28,26.821110,26.840755,26.501177,26.734112,25.659784,4899096
2018-08-29,26.790239,27.073690,26.753756,26.961432,25.877968,5012763
2018-08-30,26.851980,27.205591,26.826723,27.118593,26.028812,3314168
2018-08-31,27.065269,27.250496,26.891272,26.989496,25.904905,3288156
2018-09-04,26.961432,27.082109,26.692015,26.983885,25.899521,5195557
2018-09-05,26.891272,27.107367,26.683596,26.854788,25.775608,3957688
2018-09-06,26.854788,27.160688,26.790239,26.908110,25.826792,4332185
2018-09-07,26.801464,27.068077,26.720079,27.014755,25.929150,3987620
2018-09-10,27.110172,27.222431,26.978271,27.180334,26.088076,5450685
2018-09-11,27.084915,27.244883,27.020367,27.138239,26.047672,3643767
2018-09-12,27.082109,27.382399,26.967045,27.286980,26.190435,5137833
2018-09-13,27.211205,27.413267,27.124207,27.320656,26.222757,11293327
2018-09-14,27.348721,27.789331,27.334688,27.685493,26.572933,4975349
2018-09-17,27.654621,27.721975,27.267334,27.312237,26.214678,4512485
2018-09-18,27.256107,27.578848,27.045626,27.048431,25.961473,6427725
2018-09-19,27.076496,27.076496,26.610628,26.790239,25.713657,5717928
2018-09-20,26.896885,26.992304,26.717272,26.930561,25.848341,4500370
2018-09-21,27.082109,27.082109,26.823917,26.997915,25.912987,9117257
2018-09-24,26.913723,27.020367,26.442242,26.997915,25.912987,11023589
2018-09-25,27.135431,27.222431,27.011948,27.208399,26.115013,6052872
2018-09-26,27.256107,27.301010,26.995110,27.112980,26.023428,4822130
2018-09-27,27.082109,27.303818,27.045626,27.292591,26.195820,4451910
2018-09-28,27.233658,27.326269,27.096142,27.256107,26.160803,4712739
2018-10-01,27.272947,27.458172,27.098948,27.141045,26.050364,2540589
2018-10-02,27.146658,27.298204,27.031593,27.155075,26.063831,6606243
2018-10-03,27.253302,27.362753,26.941788,27.112980,26.023428,5113959
2018-10-04,27.281366,27.281366,26.919336,27.135431,26.044979,7052717
2018-10-05,27.272947,27.472204,26.843561,27.211205,26.117706,9323925
2018-10-08,27.031593,27.250496,26.627466,26.815498,25.737902,7358443
2018-10-09,26.739723,26.967045,26.170017,26.543274,25.476614,14442160
2018-10-10,26.582563,26.582563,25.852890,25.951115,24.908251,9549122
2018-10-11,25.951115,26.153179,25.504892,25.746244,24.711615,7159614
2018-10-12,26.184050,26.551693,25.981985,26.520823,25.455065,6043964
2018-10-15,26.941788,27.205591,26.532047,26.661144,25.589750,9367040
2018-10-16,26.776207,27.014755,26.602207,26.846369,25.767529,5456743
2018-10-17,26.922142,26.941788,26.450661,26.689207,25.616686,4550611
2018-10-18,26.655531,26.736917,26.391726,26.518015,25.452370,6164758
2018-10-19,26.571339,26.731304,26.195274,26.318758,25.261124,6891302
2018-10-22,26.445047,26.773401,26.271049,26.579758,25.511635,5229408
2018-10-23,26.242985,26.341209,25.765890,26.063374,25.015999,4885556
2018-10-24,25.981985,26.057760,25.215830,25.215830,24.202515,8437035
2018-10-25,25.465603,25.715376,25.215830,25.496473,24.471880,4320426
2018-10-26,24.991314,25.300022,24.696638,24.828541,23.830790,5816630
2018-10-29,25.229860,25.535763,24.065189,24.348640,23.370174,4351783
2018-10-30,24.415995,24.926765,24.351446,24.887476,23.887356,3753159
2018-10-31,25.204603,25.594698,25.204603,25.367376,24.347973,4539565
2018-11-01,25.507698,25.942696,25.398247,25.583471,24.555380,6915532
2018-11-02,25.720987,25.777117,25.120411,25.589085,24.560772,2761509
2018-11-05,25.723795,25.779922,25.137249,25.737825,24.703533,3831193
2018-11-06,25.709763,26.024082,25.569441,25.847277,24.808588,1757033
2018-11-07,26.661144,27.671461,26.503983,27.463783,26.360132,9221304
2018-11-08,27.475010,27.895975,27.323463,27.761267,26.645662,3516916
2018-11-09,27.595688,27.744429,27.160688,27.517107,26.411314,4799682
2018-11-12,27.511494,27.786526,26.981077,27.643396,26.532528,4936866
2018-11-13,27.721975,29.074678,27.545172,28.504972,27.359480,15506143
2018-11-14,28.962421,29.762257,28.359037,29.661224,28.469269,21665200
2018-11-15,29.925030,30.090609,29.327257,29.484419,28.299570,50323254
2018-11-16,29.543354,29.591063,29.299194,29.318838,28.140642,15978628
2018-11-19,29.316032,29.436708,28.822100,28.990486,27.825483,16403010
2018-11-20,28.662132,28.970840,28.527424,28.805262,27.647703,10983681
2018-11-21,28.939970,29.026970,28.572327,28.903486,27.741980,6005838
2018-11-23,28.709843,29.352516,28.707035,29.164486,27.992491,6246713
2018-11-26,29.447935,29.661224,29.442322,29.644384,28.453108,13889502
2018-11-27,29.551773,29.599482,29.316032,29.372162,28.191820,6362161
2018-11-28,29.568611,29.989576,29.380581,29.916611,28.714394,13814674
2018-11-29,29.638771,29.983965,29.467581,29.748222,28.552773,11596914
2018-11-30,30.028868,30.051317,29.346903,29.602289,28.412701,21957029
2018-12-03,29.843641,29.944674,29.391806,29.616322,28.426170,12675863
2018-12-04,29.467581,29.571419,29.021357,29.316032,28.137947,12579655
2018-12-06,29.144840,29.661224,29.032581,29.638771,28.447718,17103542
2018-12-07,29.565805,29.697708,29.046614,29.186935,28.014038,12979807
2018-12-10,29.254292,29.417065,28.852970,29.217808,28.043669,12304573
2018-12-11,29.551773,29.748222,29.167292,29.391806,28.210674,14477080
2018-12-12,29.804352,29.815578,29.397419,29.470387,28.286100,14229791
2018-12-13,29.523708,29.742611,29.374968,29.607903,28.418089,13518212
2018-12-14,29.439514,29.722965,29.439514,29.689287,28.496204,13998537
2018-12-17,29.635965,29.672449,29.414257,29.490030,28.304955,16345285
2018-12-18,29.607903,29.885738,29.439514,29.708933,28.515057,20432676
2018-12-19,29.748222,30.000803,29.358130,29.425484,28.243002,21565429
2018-12-20,29.492838,29.647192,28.709843,29.021357,27.855114,21679096
2018-12-21,29.041000,29.164486,28.151361,28.830519,27.671947,29978590
2018-12-24,22.872456,23.164324,21.076336,22.591810,21.683943,7411179
2018-12-26,22.235394,22.782648,22.131556,22.768618,21.853645,5595709
2018-12-27,22.605843,22.900518,22.241007,22.451488,21.549263,6841061
2018-12-28,23.314749,23.568171,22.691334,23.025848,22.100540,8881065
2018-12-31,23.061329,24.769386,23.061329,24.769386,23.774012,11479901
2019-01-02,24.445007,24.885960,23.345160,23.882414,22.922686,12052465
2019-01-03,23.598581,23.821590,22.696402,22.873796,21.954597,13618830
2019-01-04,23.142424,23.801317,22.736950,23.324886,22.387562,17573116
2019-01-07,23.279270,24.014193,23.076532,23.476938,22.533501,9718603
2019-01-08,23.892550,24.237202,23.512419,23.755701,22.801062,14375870
2019-01-09,23.857071,24.019260,23.710087,23.791182,22.835115,6509914
2019-01-10,23.791182,24.019260,22.757223,22.904207,21.983786,7030785
2019-01-11,22.782564,23.172832,22.503801,22.539280,21.633524,5326903
2019-01-14,22.336542,22.427774,21.672581,21.692854,20.821114,7232426
2019-01-15,21.819565,22.149012,21.530664,21.799290,20.923271,5581222
2019-01-16,21.692854,21.900660,21.297516,21.601622,20.733545,4849239
2019-01-17,21.647238,22.159149,21.576281,22.154079,21.263803,6989155
2019-01-18,22.189560,22.194628,21.849976,21.971617,21.088675,6425075
2019-01-22,22.240244,22.630512,21.951344,22.331474,21.434071,6256186
2019-01-23,22.899137,23.258995,22.513939,22.615307,21.706495,6218107
2019-01-24,22.762291,22.878864,22.407501,22.787634,21.871899,7007899
2019-01-25,22.924480,23.314749,22.919413,23.269133,22.334045,5165709
2019-01-28,23.264065,24.019260,23.122149,23.770906,22.815657,11741718
2019-01-29,23.872276,23.988850,23.568171,23.745565,22.791332,7021315
2019-01-30,23.998985,24.328434,23.902685,24.328434,23.350779,7855697
2019-01-31,24.242271,25.088697,24.181450,24.627472,23.637800,7381190
2019-02-01,24.825138,25.215408,24.581856,25.164724,24.153461,3583363
2019-02-04,25.347187,26.259502,25.347187,25.762798,24.727503,6294659
2019-02-05,25.985807,26.153067,25.666498,25.884439,24.844257,5435023
2019-02-06,25.924988,26.310188,25.767866,25.818550,24.781015,5595823
2019-02-07,25.646223,25.752661,25.230614,25.565128,24.537777,3516675
2019-02-08,25.367460,26.147999,25.164724,26.097315,25.048576,3539167
2019-02-11,26.289913,26.391281,25.874304,26.365940,25.306408,5366757
2019-02-12,26.568678,27.263050,26.462240,27.166752,26.075039,6666767
2019-02-13,27.318804,27.683729,27.055246,27.344147,26.245304,3504245
2019-02-14,27.207298,27.668526,27.126204,27.562088,26.454487,5128024
2019-02-15,27.769894,28.327419,27.369488,27.876329,26.756102,4529613
2019-02-19,27.921946,28.119616,27.648251,27.896605,26.775564,2480850
2019-02-20,28.013178,28.281803,27.688799,28.150024,27.018797,2726883
2019-02-21,28.160162,28.423719,28.018246,28.150024,27.018797,3834131
2019-02-22,28.297010,28.474403,28.155094,28.474403,27.330143,3644723
2019-02-25,28.616320,28.844398,28.540295,28.707552,27.553919,4612085
2019-02-26,28.535227,28.945768,28.190573,28.753168,27.597702,4619188
2019-02-27,28.656868,28.788647,28.479473,28.509884,27.364197,3335948
2019-02-28,28.484541,28.636595,27.962494,28.291941,27.155012,8152633
2019-03-01,29.234669,29.898632,28.479473,28.712620,27.558784,6934700
2019-03-04,28.925493,28.960974,27.622910,28.048656,26.921501,5875989
2019-03-05,28.003040,28.302078,27.602636,27.937153,26.814480,5502302
2019-03-06,27.785099,27.785099,26.786619,27.232641,26.138279,4962687
2019-03-07,27.176888,27.577293,26.771414,26.928535,25.846395,3652220
2019-03-08,26.649773,26.756208,26.142929,26.533197,25.466946,3776717
2019-03-11,26.558540,27.486061,26.487581,27.445515,26.342600,3516872
2019-03-12,27.491131,28.104410,27.460720,27.724277,26.610159,4896000
2019-03-13,27.952356,28.160162,27.754688,27.850988,26.731777,4083913
2019-03-14,28.383173,29.396858,28.226051,28.981247,27.816616,7633537
2019-03-15,29.361380,30.547390,29.346172,30.527117,29.300364,11238800
2019-03-18,30.587936,30.998480,30.278763,30.658895,29.426849,5256664
2019-03-19,30.917385,31.008615,30.572733,30.633553,29.402523,3981711
2019-03-20,30.603142,30.795744,30.030411,30.223011,29.008478,5130984
2019-03-21,30.152054,30.886974,30.106438,30.770399,29.533871,3257028
2019-03-22,30.359858,31.003548,30.162189,30.182463,28.969561,2970352
2019-03-25,30.157122,30.157122,28.950836,29.036999,27.870129,3709832
2019-03-26,29.356310,29.893562,29.082615,29.847946,28.648487,3527921
2019-03-27,29.908768,30.354790,29.107958,29.163710,27.991745,3628742
2019-03-28,29.123163,29.341105,28.717690,28.849468,27.690134,3301224
2019-03-29,29.001520,29.797262,28.966042,29.746578,28.551195,3746924
2019-04-01,30.299038,30.633553,30.167257,30.628485,29.397659,3523383
2019-04-02,30.516979,31.074507,30.278763,31.054232,29.806297,4647599
2019-04-03,31.049164,31.246832,30.739990,31.216421,29.961969,4143695
2019-04-04,31.180943,31.216421,30.015205,30.582869,29.353876,4261680
2019-04-05,30.633553,31.621897,30.633553,31.525597,30.258718,4349676
2019-04-08,31.505322,31.758743,31.150532,31.672581,30.399797,2637506
2019-04-09,31.571211,31.626965,31.074507,31.287380,30.030077,2530570
2019-04-10,31.312721,32.250381,31.292448,32.078053,30.788975,3311089
2019-04-11,32.169285,32.372021,31.809427,32.366955,31.066265,3843207
2019-04-12,32.458187,32.731880,32.017235,32.189560,30.896002,2378452
2019-04-15,32.235176,32.422707,31.966549,32.377090,31.075996,2291048
2019-04-16,32.620377,32.665993,31.768881,31.824633,30.545736,2220809
2019-04-17,31.986822,32.184490,31.682716,31.804359,30.526279,2039687
2019-04-18,31.799290,31.926001,31.383680,31.855043,30.574926,2066915
2019-04-22,31.819565,32.057781,31.687784,32.057781,30.769520,2132221
2019-04-23,32.042576,33.066395,31.976685,32.944756,31.620846,3039407
2019-04-24,32.934616,33.679676,32.823112,33.578308,32.228943,3057953
2019-04-25,33.552963,34.064877,33.258995,33.958439,32.593796,3190736
2019-04-26,33.482006,33.781044,32.833248,33.127216,31.795980,3018098
2019-04-29,33.147491,33.340092,32.954891,33.223518,31.888411,2449085
2019-04-30,33.274200,34.211861,33.274200,34.166245,32.793251,2385752
2019-05-01,34.414597,35.073490,34.166245,34.759251,33.362427,4112718
2019-05-02,34.688293,34.946781,33.674606,34.536240,33.148376,3875958
2019-05-03,34.835278,35.124176,34.591991,34.820072,33.420807,1860144
2019-05-06,34.080082,34.723770,34.004055,34.561581,33.172699,1331183
2019-05-07,34.237202,34.607197,33.563103,34.206791,32.832169,2800279
2019-05-08,33.978714,34.110493,33.710087,34.009125,32.642448,2022128
2019-05-09,33.476940,34.105423,33.274200,34.004055,32.637581,2736354
2019-05-10,33.841866,34.156109,33.223518,34.039536,32.671631,1412076
2019-05-13,32.990372,33.400913,32.285858,32.458187,31.153833,5181295
2019-05-14,32.569691,33.821590,32.488598,33.527622,32.180294,1958400
2019-05-15,33.279270,34.602131,33.198174,34.414597,33.031620,2051328
2019-05-16,34.490623,35.595539,34.419666,35.377598,33.955929,2041858
2019-05-17,34.967056,35.757729,34.723770,35.190067,33.775936,2938389
2019-05-20,34.764317,34.951851,33.998985,34.465282,33.080273,2650134
2019-05-21,34.931576,35.554993,34.678154,35.301571,33.882954,2322024
2019-05-22,35.610744,35.676636,34.804867,34.972122,33.566746,3092283
2019-05-23,34.282818,34.282818,32.716675,33.299545,31.961378,6202520
2019-05-24,33.461735,34.054741,33.096806,33.512417,32.165695,3735678
2019-05-28,33.542828,34.399391,33.451595,33.659401,32.306774,3530881
2019-05-29,33.340092,33.563103,32.792702,33.552963,32.204617,4759665
2019-05-30,33.715157,34.115559,33.208313,33.659401,32.306774,4113113
2019-05-31,30.745058,31.505322,28.945768,30.182463,28.969561,15620241
2019-06-03,30.106438,30.172325,28.104410,28.312216,27.174471,6365687
2019-06-04,28.884947,29.275215,28.347694,29.234669,28.059855,5077516
2019-06-05,29.290421,29.422199,27.247847,27.622910,26.512865,7388293
2019-06-06,27.850988,27.891537,26.416624,26.979219,25.895041,7644388
2019-06-07,27.065384,27.952356,26.867714,27.521542,26.415569,4520538
2019-06-10,27.780029,28.144957,27.384693,27.470858,26.366920,3659520
2019-06-11,27.607704,27.820578,27.161682,27.541815,26.435026,3505429
2019-06-12,27.475925,27.835783,26.837303,26.877851,25.797749,2527018
2019-06-13,26.857576,27.379625,26.619362,27.283325,26.186926,4077796
2019-06-14,26.837303,27.121136,25.727320,26.011150,24.965876,3634463
2019-06-17,26.097315,26.188545,25.631020,25.661428,24.630207,3298461
2019-06-18,25.950329,26.685251,25.803345,26.107450,25.058304,4490943
